"","LGA","Rep_DS","State","U5_coverage","adult_coverage","severe_cases","simday","duration","year","start_day_override","scenario"
"6794","Onitsha North","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6795","Onitsha South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6796","Onna","Nsit Ubium",NA,0.359183639,0.359183639,0.49,0,-1,2028,-1,NA
"6797","Opobo-Nkoro","Nsit Ubium",NA,0.610439911,0.610439911,0.49,0,-1,2028,-1,NA
"6798","Oredo","Uzo-Uwani",NA,0.317164272,0.317164272,0.49,0,-1,2028,-1,NA
"6799","Orelope","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6800","Orhionmwon","Uzo-Uwani",NA,0.182157933,0.182157933,0.49,0,-1,2028,-1,NA
"6801","Ori Ire","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6802","Oriade","Oke-Ero",NA,0.339520622,0.339520622,0.49,0,-1,2028,-1,NA
"6803","Orlu","Oru West",NA,0.25,0.25,0.49,0,-1,2028,-1,NA
"6804","Orolu","Oke-Ero",NA,0.303030378,0.303030378,0.49,0,-1,2028,-1,NA
"6805","Oron","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2028,-1,NA
"6806","Orsu","Oru West",NA,0.257661386,0.257661386,0.49,0,-1,2028,-1,NA
"6807","Oru East","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2028,-1,NA
"6808","Oru West","Oru West",NA,0.433164524,0.433164524,0.49,0,-1,2028,-1,NA
"6809","Oruk Anam","Nsit Ubium",NA,0.292929329,0.292929329,0.49,0,-1,2028,-1,NA
"6810","Orumba North","Oru West",NA,0.4807692,0.4807692,0.49,0,-1,2028,-1,NA
"6811","Orumba South","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2028,-1,NA
"6812","Ose","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6813","Oshimili North","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6814","Oshimili South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6815","Oshodi-Isolo","Uzo-Uwani",NA,0.25,0.25,0.49,0,-1,2028,-1,NA
"6816","Osisioma Ngwa","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6817","Osogbo","Owan East",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6818","Oturkpo","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6819","Ovia North East","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6820","Ovia South West","Akinyele",NA,0.142857143,0.142857143,0.49,0,-1,2028,-1,NA
"6821","Owan East","Owan East",NA,0.2,0.2,0.49,0,-1,2028,-1,NA
"6822","Owan West","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6823","Owerri North","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6824","Owerri West","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6825","Owerri-Municipal","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2028,-1,NA
"6826","Owo","Owan East",NA,0.145621575,0.145621575,0.49,0,-1,2028,-1,NA
"6827","Oye","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6828","Oyi","Uzo-Uwani",NA,0.783699091,0.783699091,0.49,0,-1,2028,-1,NA
"6829","Oyigbo","Nsit Ubium",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6830","Oyo East","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6831","Oyo West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6832","Oyun","Oke-Ero",NA,0.513597417,0.513597417,0.49,0,-1,2028,-1,NA
"6833","Pailoro","Oke-Ero",NA,0.210245212,0.210245212,0.49,0,-1,2028,-1,NA
"6834","Pankshin","Alkaleri",NA,0.333333333,0.333333333,0.49,0,-1,2028,-1,NA
"6835","Patani","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6836","Pategi","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6837","Port-Harcourt","Ahoada West",NA,0.306711988,0.306711988,0.49,0,-1,2028,-1,NA
"6838","Potiskum","Darazo",NA,0.013980398,0.013980398,0.49,0,-1,2028,-1,NA
"6839","Qua'an Pan","Keana",NA,0.125279627,0.125279627,0.49,0,-1,2028,-1,NA
"6840","Rabah","Gawabawa",NA,0.333333333,0.333333333,0.49,0,-1,2028,-1,NA
"6841","Rafi","Oke-Ero",NA,0.496424291,0.496424291,0.49,0,-1,2028,-1,NA
"6842","Rano","Gwarzo",NA,0.222222222,0.222222222,0.49,0,-1,2028,-1,NA
"6843","Remo North","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6844","Rijau","Alkaleri",NA,0.9,0.9,0.49,0,-1,2028,-1,NA
"6845","Rimi","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6846","Rimin Gado","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2028,-1,NA
"6847","Ringim","Taura",NA,0.333333333,0.333333333,0.49,0,-1,2028,-1,NA
"6848","Riyom","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6849","Rogo","Gwarzo",NA,0.333333333,0.333333333,0.49,0,-1,2028,-1,NA
"6850","Roni","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2028,-1,NA
"6851","Sabon Birni","Gawabawa",NA,0.123867041,0.123867041,0.49,0,-1,2028,-1,NA
"6852","Sabon-Gari","Soba",NA,0.054684067,0.054684067,0.49,0,-1,2028,-1,NA
"6853","Sabuwa","Giwa",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6854","Safana","Babura",NA,0.444444444,0.444444444,0.49,0,-1,2028,-1,NA
"6855","Sagbama","Ahoada West",NA,0.418733984,0.418733984,0.49,0,-1,2028,-1,NA
"6856","Sakaba","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6857","Saki East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6858","Saki West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6859","Sandamu","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6860","Sanga","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6861","Sapele","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6862","Sardauna","Oru West",NA,0.206564122,0.206564122,0.49,0,-1,2028,-1,NA
"6863","Shagamu","Uzo-Uwani",NA,0.454039056,0.454039056,0.49,0,-1,2028,-1,NA
"6864","Shagari","Birnin Kebbi",NA,0.15,0.15,0.49,0,-1,2028,-1,NA
"6865","Shanga","Birnin Kebbi",NA,0.857142857,0.857142857,0.49,0,-1,2028,-1,NA
"6866","Shani","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6867","Shanono","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2028,-1,NA
"6868","Shelleng","Darazo",NA,0.340187947,0.340187947,0.49,0,-1,2028,-1,NA
"6869","Shendam","Keana",NA,0.138149507,0.138149507,0.49,0,-1,2028,-1,NA
"6870","Shinkafi","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6871","Shira","Takali",NA,0.206388206,0.206388206,0.49,0,-1,2028,-1,NA
"6872","Shiroro","Oke-Ero",NA,0.426405016,0.426405016,0.49,0,-1,2028,-1,NA
"6873","Shomgom","Alkaleri",NA,0.141404793,0.141404793,0.49,0,-1,2028,-1,NA
"6874","Shomolu","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6875","Silame","Gawabawa",NA,0.083333333,0.083333333,0.49,0,-1,2028,-1,NA
"6876","Soba","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6877","Sokoto North","Gawabawa",NA,0.166666667,0.166666667,0.49,0,-1,2028,-1,NA
"6878","Sokoto South","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2028,-1,NA
"6879","Song","Darazo",NA,0.305714286,0.305714286,0.49,0,-1,2028,-1,NA
"6880","Southern Ijaw","Ahoada West",NA,0.246461454,0.246461454,0.49,0,-1,2028,-1,NA
"6881","Suleja","Babura",NA,0.368421053,0.368421053,0.49,0,-1,2028,-1,NA
"6882","Sule-Tankarkar","Giwa",NA,0.32385119,0.32385119,0.49,0,-1,2028,-1,NA
"6883","Sumaila","Takali",NA,0.625,0.625,0.49,0,-1,2028,-1,NA
"6884","Suru","Birnin Kebbi",NA,0.533333333,0.533333333,0.49,0,-1,2028,-1,NA
"6885","Surulere1","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6886","Surulere2","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6887","Tafa","Oke-Ero",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6888","Tafawa-Balewa","Alkaleri",NA,0.231206997,0.231206997,0.49,0,-1,2028,-1,NA
"6889","Tai","Nsit Ubium",NA,0.077966116,0.077966116,0.49,0,-1,2028,-1,NA
"6890","Takali","Takali",NA,0.268237707,0.268237707,0.49,0,-1,2028,-1,NA
"6891","Takum","Keana",NA,0.151369488,0.151369488,0.49,0,-1,2028,-1,NA
"6892","Talata Mafara","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2028,-1,NA
"6893","Tambuwal","Birnin Kebbi",NA,0.069294778,0.069294778,0.49,0,-1,2028,-1,NA
"6894","Tangaza","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2028,-1,NA
"6895","Tarauni","Alkaleri",NA,0.811023636,0.811023636,0.49,0,-1,2028,-1,NA
"6896","Tarka","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6897","Tarmua","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6898","Taura","Taura",NA,0.411764706,0.411764706,0.49,0,-1,2028,-1,NA
"6899","Tofa","Taura",NA,0.230769231,0.230769231,0.49,0,-1,2028,-1,NA
"6900","Toro","Giwa",NA,0.204617808,0.204617808,0.49,0,-1,2028,-1,NA
"6901","Toto","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6902","Toungo","Keana",NA,0.071428571,0.071428571,0.49,0,-1,2028,-1,NA
"6903","Tsafe","Takali",NA,0.034150989,0.034150989,0.49,0,-1,2028,-1,NA
"6904","Tsanyawa","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2028,-1,NA
"6905","Tudun Wada","Gwarzo",NA,0.087906934,0.087906934,0.49,0,-1,2028,-1,NA
"6906","Tureta","Birnin Kebbi",NA,0.105908045,0.105908045,0.49,0,-1,2028,-1,NA
"6907","Udenu","Uzo-Uwani",NA,0.691656723,0.691656723,0.49,0,-1,2028,-1,NA
"6908","Udi","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6909","Udu","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6910","Udung Uko","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2028,-1,NA
"6911","Ughelli North","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6912","Ughelli South","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6913","Ugwunagbo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6914","Uhunmwonde","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6915","Ukanafun","Nsit Ubium",NA,0.4,0.4,0.49,0,-1,2028,-1,NA
"6916","Ukum","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6917","Ukwa East","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2028,-1,NA
"6918","Ukwa West","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2028,-1,NA
"6919","Ukwuani","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6920","Umuahia North","Oru West",NA,0.64092895,0.64092895,0.49,0,-1,2028,-1,NA
"6921","Umuahia South","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6922","Umu-Neochi","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6923","Ungogo","Taura",NA,0.357446766,0.357446766,0.49,0,-1,2028,-1,NA
"6924","Unuimo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6925","Uruan","Nsit Ubium",NA,0.689497753,0.689497753,0.49,0,-1,2028,-1,NA
"6926","Urue-Offong-Oruko","Nsit Ubium",NA,0.4,0.4,0.49,0,-1,2028,-1,NA
"6927","Ushongo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6928","Ussa","Oru West",NA,0.25,0.25,0.49,0,-1,2028,-1,NA
"6929","Uvwie","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6930","Uyo","Nsit Ubium",NA,0.395245307,0.395245307,0.49,0,-1,2028,-1,NA
"6931","Uzo-Uwani","Uzo-Uwani",NA,0.216210522,0.216210522,0.49,0,-1,2028,-1,NA
"6932","Vandeikya","Oke-Ero",NA,0.126702176,0.126702176,0.49,0,-1,2028,-1,NA
"6933","Wamako","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2028,-1,NA
"6934","Wamba","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6935","Warawa","Gwarzo",NA,0.052631579,0.052631579,0.49,0,-1,2028,-1,NA
"6936","Warji","Takali",NA,0.153846154,0.153846154,0.49,0,-1,2028,-1,NA
"6937","Warri North","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6938","Warri South","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6939","Warri South West","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6940","Wasagu-Danko","Alkaleri",NA,0.428571429,0.428571429,0.49,0,-1,2028,-1,NA
"6941","Wase","Alkaleri",NA,0.046511611,0.046511611,0.49,0,-1,2028,-1,NA
"6942","Wudil","Gwarzo",NA,0.123493704,0.123493704,0.49,0,-1,2028,-1,NA
"6943","Wukari","Keana",NA,0.231376297,0.231376297,0.49,0,-1,2028,-1,NA
"6944","Wurno","Gawabawa",NA,0.059036723,0.059036723,0.49,0,-1,2028,-1,NA
"6945","Wushishi","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6946","Yabo","Gawabawa",NA,0.176470588,0.176470588,0.49,0,-1,2028,-1,NA
"6947","Yagba East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6948","Yagba West","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6949","Yakurr","Obubra",NA,0.3790322,0.3790322,0.49,0,-1,2028,-1,NA
"6950","Yala","Oke-Ero",NA,0.293427231,0.293427231,0.49,0,-1,2028,-1,NA
"6951","Yamaltu-Deba","Alkaleri",NA,0.161803669,0.161803669,0.49,0,-1,2028,-1,NA
"6952","Yankwashi","Babura",NA,0.476408199,0.476408199,0.49,0,-1,2028,-1,NA
"6953","Yauri","Birnin Kebbi",NA,0.666430515,0.666430515,0.49,0,-1,2028,-1,NA
"6954","Yenegoa","Isoko South",NA,0.546976409,0.546976409,0.49,0,-1,2028,-1,NA
"6955","Yola North","Alkaleri",NA,0.148773002,0.148773002,0.49,0,-1,2028,-1,NA
"6956","Yola South","Alkaleri",NA,0.25,0.25,0.49,0,-1,2028,-1,NA
"6957","Yorro","Alkaleri",NA,0.107583686,0.107583686,0.49,0,-1,2028,-1,NA
"6958","Yunusari","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2028,-1,NA
"6959","Yusufari","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2028,-1,NA
"6960","Zaki","Taura",NA,0.292063501,0.292063501,0.49,0,-1,2028,-1,NA
"6961","Zango","Babura",NA,0.352941176,0.352941176,0.49,0,-1,2028,-1,NA
"6962","Zango-Kataf","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6963","Zaria","Soba",NA,0.053514175,0.053514175,0.49,0,-1,2028,-1,NA
"6964","Zing","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6965","Zurmi","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6966","Zuru","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6967","Aba North","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2029,-1,NA
"6968","Aba South","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2029,-1,NA
"6969","Abadam","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2029,-1,NA
"6970","Abaji","Keana",NA,0.246130843,0.246130843,0.49,0,-1,2029,-1,NA
"6971","Abak","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2029,-1,NA
"6972","Abakaliki","Owan East",NA,0.352748878,0.352748878,0.49,0,-1,2029,-1,NA
"6973","Abeokuta North","Owan East",NA,0.516473785,0.516473785,0.49,0,-1,2029,-1,NA
"6974","Abeokuta South","Uzo-Uwani",NA,0.793442604,0.793442604,0.49,0,-1,2029,-1,NA
"6975","Abi","Obubra",NA,0.145161293,0.145161293,0.49,0,-1,2029,-1,NA
"6976","Aboh-Mbaise","Ngor-Okpala",NA,0.375,0.375,0.49,0,-1,2029,-1,NA
"6977","Abua-Odual","Ahoada West",NA,0.104505917,0.104505917,0.49,0,-1,2029,-1,NA
"6978","Abuja Municipal","Keana",NA,0.048123756,0.048123756,0.49,0,-1,2029,-1,NA
"6979","Adavi","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2029,-1,NA
"6980","Ado","Akinyele",NA,0.171296311,0.171296311,0.49,0,-1,2029,-1,NA
"6981","Ado Ekiti","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2029,-1,NA
"6982","Ado-Odo-Ota","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2029,-1,NA
"6983","Afijio","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2029,-1,NA
"6984","Afikpo North","Oru West",NA,0.863945585,0.863945585,0.49,0,-1,2029,-1,NA
"6985","Afikpo South","Ngor-Okpala",NA,0.470951796,0.470951796,0.49,0,-1,2029,-1,NA
"6986","Agaie","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2029,-1,NA
"6987","Agatu","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2029,-1,NA
"6988","Agege","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2029,-1,NA
"6989","Aguata","Oru West",NA,0.435107986,0.435107986,0.49,0,-1,2029,-1,NA
"6990","Agwara","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2029,-1,NA
"6991","Ahiazu-Mbaise","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2029,-1,NA
"6992","Ahoada East","Ahoada West",NA,0.300663225,0.300663225,0.49,0,-1,2029,-1,NA
"6993","Ahoada West","Ahoada West",NA,0.333333333,0.333333333,0.49,0,-1,2029,-1,NA
"6994","Aiyedade","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2029,-1,NA
"6995","Aiyedire","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2029,-1,NA
"6996","Ajaokuta","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2029,-1,NA
"6997","Ajeromi-Ifelodun","Uzo-Uwani",NA,0.697452222,0.697452222,0.49,0,-1,2029,-1,NA
"6998","Ajingi","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2029,-1,NA
"6999","Akamkpa","Ngor-Okpala",NA,0.191387598,0.191387598,0.49,0,-1,2029,-1,NA
"7000","Akinyele","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2029,-1,NA
"7001","Akko","Alkaleri",NA,0.145904448,0.145904448,0.49,0,-1,2029,-1,NA
"7002","Akoko North East","Oke-Ero",NA,0.296533971,0.296533971,0.49,0,-1,2029,-1,NA
"7003","Akoko North West","Oke-Ero",NA,0.516847318,0.516847318,0.49,0,-1,2029,-1,NA
"7004","Akoko South East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2029,-1,NA
"7005","Akoko South West","Oke-Ero",NA,0.333333333,0.333333333,0.49,0,-1,2029,-1,NA
"7006","Akoko-Edo","Owan East",NA,0.433768496,0.433768496,0.49,0,-1,2029,-1,NA
"7007","Akpabuyo","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2029,-1,NA
"7008","Akuku Toru","Ahoada West",NA,0.4,0.4,0.49,0,-1,2029,-1,NA
"7009","Akure North","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2029,-1,NA
"7010","Akure South","Owan East",NA,0.5,0.5,0.49,0,-1,2029,-1,NA
"7011","Akwanga","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2029,-1,NA
"7012","Albasu","Takali",NA,0.666666667,0.666666667,0.49,0,-1,2029,-1,NA
"7013","Aleiro","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2029,-1,NA
"7014","Alimosho","Uzo-Uwani",NA,0.274949084,0.274949084,0.49,0,-1,2029,-1,NA
"7015","Alkaleri","Alkaleri",NA,0.222117546,0.222117546,0.49,0,-1,2029,-1,NA
"7016","Amuwo-Odofin","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2029,-1,NA
"7017","Anambra East","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2029,-1,NA
"7018","Anambra West","Uzo-Uwani",NA,0.666970256,0.666970256,0.49,0,-1,2029,-1,NA
"7019","Anaocha","Oru West",NA,0.550802168,0.550802168,0.49,0,-1,2029,-1,NA
"7020","Andoni","Nsit Ubium",NA,0.166593506,0.166593506,0.49,0,-1,2029,-1,NA
"7021","Aninri","Oru West",NA,0.517961682,0.517961682,0.49,0,-1,2029,-1,NA
"7022","Aniocha North","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2029,-1,NA
"7023","Aniocha South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2029,-1,NA
"7024","Anka","Darazo",NA,0.081656815,0.081656815,0.49,0,-1,2029,-1,NA
"7025","Ankpa","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2029,-1,NA
"7026","Apa","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2029,-1,NA
"7027","Apapa","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2029,-1,NA
"7028","Ardo-Kola","Keana",NA,0.25,0.25,0.49,0,-1,2029,-1,NA
"7029","Arewa-Dandi","Birnin Kebbi",NA,0.666666667,0.666666667,0.49,0,-1,2029,-1,NA
"7030","Argungu","Birnin Kebbi",NA,0.591750026,0.591750026,0.49,0,-1,2029,-1,NA
"7031","Arochukwu","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2029,-1,NA
"7032","Asa","Oke-Ero",NA,0.333333333,0.333333333,0.49,0,-1,2029,-1,NA
"7033","Asari-Toru","Ahoada West",NA,0.442896713,0.442896713,0.49,0,-1,2029,-1,NA
"7034","Askira-Uba","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2029,-1,NA
"7035","Atakumosa East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2029,-1,NA
"7036","Atakumosa West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2029,-1,NA
"7037","Atiba","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2029,-1,NA
"7038","Atigbo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2029,-1,NA
"7039","Augie","Birnin Kebbi",NA,0.538461538,0.538461538,0.49,0,-1,2029,-1,NA
"7040","Auyo","Taura",NA,0.75,0.75,0.49,0,-1,2029,-1,NA
"7041","Awe","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2029,-1,NA
"7042","Awgu","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2029,-1,NA
"7043","Awka North","Uzo-Uwani",NA,0.666666667,0.666666667,0.49,0,-1,2029,-1,NA
"7044","Awka South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2029,-1,NA
"7045","Ayamelum","Uzo-Uwani",NA,0.76666668,0.76666668,0.49,0,-1,2029,-1,NA
"7046","Babura","Babura",NA,0.495944351,0.495944351,0.49,0,-1,2029,-1,NA
"7047","Badagry","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2029,-1,NA
"7048","Bade","Taura",NA,0.047619048,0.047619048,0.49,0,-1,2029,-1,NA
"7049","Bagudo","Birnin Kebbi",NA,0.345276873,0.345276873,0.49,0,-1,2029,-1,NA
"7050","Bagwai","Babura",NA,0.2,0.2,0.49,0,-1,2029,-1,NA
"7051","Bakassi","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2029,-1,NA
"7052","Bakori","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2029,-1,NA
"7053","Bakura","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2029,-1,NA
"7054","Balanga","Alkaleri",NA,0.214165347,0.214165347,0.49,0,-1,2029,-1,NA
"7055","Bali","Keana",NA,0.32893977,0.32893977,0.49,0,-1,2029,-1,NA
"7056","Bama","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2029,-1,NA
"7057","Barikin Ladi","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2029,-1,NA
"7058","Baruten","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2029,-1,NA
"7059","Bassa1","Keana",NA,0.2,0.2,0.49,0,-1,2029,-1,NA
"7060","Bassa2","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2029,-1,NA
"7061","Batagarawa","Rimi",NA,0.373076926,0.373076926,0.49,0,-1,2029,-1,NA
"7062","Batsari","Rimi",NA,0.333333333,0.333333333,0.49,0,-1,2029,-1,NA
"7063","Bauchi","Alkaleri",NA,0.027077492,0.027077492,0.49,0,-1,2029,-1,NA
"7064","Baure","Babura",NA,0.357142857,0.357142857,0.49,0,-1,2029,-1,NA
"7065","Bayo","Alkaleri",NA,0.5,0.5,0.49,0,-1,2029,-1,NA
"7066","Bebeji","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2029,-1,NA
"7067","Bekwara","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2029,-1,NA
"7068","Bende","Ngor-Okpala",NA,0.175925804,0.175925804,0.49,0,-1,2029,-1,NA
"7069","Biase","Ngor-Okpala",NA,0.588028311,0.588028311,0.49,0,-1,2029,-1,NA
"7070","Bichi","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2029,-1,NA
"7071","Bida","Oke-Ero",NA,0.5,0.5,0.49,0,-1,2029,-1,NA
"7072","Billiri","Alkaleri",NA,0.333333333,0.333333333,0.49,0,-1,2029,-1,NA
"7073","Bindawa","Rimi",NA,0.1,0.1,0.49,0,-1,2029,-1,NA
"7074","Binji","Gawabawa",NA,0.25,0.25,0.49,0,-1,2029,-1,NA
