"","LGA","Rep_DS","State","U5_coverage","adult_coverage","severe_cases","simday","duration","year","start_day_override","scenario"
"245","Gireri","Darazo",NA,0.080992121,0.080992121,0.49,0,-1,2020,-1,"Scenario 1"
"246","Giwa","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2020,-1,"Scenario 1"
"247","Gokana","Nsit Ubium",NA,0.182111551,0.182111551,0.49,0,-1,2020,-1,"Scenario 1"
"248","Gombe","Alkaleri",NA,0.116169555,0.116169555,0.49,0,-1,2020,-1,"Scenario 1"
"249","Gombi","Alkaleri",NA,0.208835269,0.208835269,0.49,0,-1,2020,-1,"Scenario 1"
"250","Goronyo","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2020,-1,"Scenario 1"
"251","Gubio","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2020,-1,"Scenario 1"
"252","Gudu","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2020,-1,"Scenario 1"
"253","Gujba","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
"254","Gulani","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"255","Guma","Keana",NA,0.315463952,0.315463952,0.49,0,-1,2020,-1,"Scenario 1"
"256","Gumel","Babura",NA,0.25,0.25,0.49,0,-1,2020,-1,"Scenario 1"
"257","Gummi","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2020,-1,"Scenario 1"
"258","Gurara","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"259","Guri","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2020,-1,"Scenario 1"
"260","Gusau","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
"261","Guyuk","Alkaleri",NA,0.480706358,0.480706358,0.49,0,-1,2020,-1,"Scenario 1"
"262","Guzamala","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2020,-1,"Scenario 1"
"263","Gwagwalada","Keana",NA,0.067621303,0.067621303,0.49,0,-1,2020,-1,"Scenario 1"
"264","Gwale","Alkaleri",NA,0.45946767,0.45946767,0.49,0,-1,2020,-1,"Scenario 1"
"265","Gwandu","Birnin Kebbi",NA,0.529411765,0.529411765,0.49,0,-1,2020,-1,"Scenario 1"
"266","Gwaram","Takali",NA,0.223498732,0.223498732,0.49,0,-1,2020,-1,"Scenario 1"
"267","Gwarzo","Gwarzo",NA,0.4,0.4,0.49,0,-1,2020,-1,"Scenario 1"
"268","Gwer East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"269","Gwer West","Keana",NA,0.333333333,0.333333333,0.49,0,-1,2020,-1,"Scenario 1"
"270","Gwiwa","Babura",NA,0.333333333,0.333333333,0.49,0,-1,2020,-1,"Scenario 1"
"271","Gwoza","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
"272","Hadejia","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2020,-1,"Scenario 1"
"273","Hawul","Darazo",NA,0.221538462,0.221538462,0.49,0,-1,2020,-1,"Scenario 1"
"274","Hong","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
"275","Ibadan North","Owan East",NA,0.249042174,0.249042174,0.49,0,-1,2020,-1,"Scenario 1"
"276","Ibadan North East","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"277","Ibadan North West","Owan East",NA,0.117739486,0.117739486,0.49,0,-1,2020,-1,"Scenario 1"
"278","Ibadan South East","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"279","Ibadan South West","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"280","Ibaji","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"281","Ibarapa Central","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"282","Ibarapa East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"283","Ibarapa North","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"284","Ibeju-Lekki","Uzo-Uwani",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"285","Ibeno","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2020,-1,"Scenario 1"
"286","Ibesikpo Asutan","Nsit Ubium",NA,0.234042549,0.234042549,0.49,0,-1,2020,-1,"Scenario 1"
"287","Ibi","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2020,-1,"Scenario 1"
"288","Ibiono Ibom","Ngor-Okpala",NA,0.142335763,0.142335763,0.49,0,-1,2020,-1,"Scenario 1"
"289","Idah","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"290","Idanre","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"291","Ideato North","Oru West",NA,0.761610688,0.761610688,0.49,0,-1,2020,-1,"Scenario 1"
"292","Ideato South","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2020,-1,"Scenario 1"
"293","Idemili North","Uzo-Uwani",NA,0.622180482,0.622180482,0.49,0,-1,2020,-1,"Scenario 1"
"294","Idemili South","Oru West",NA,0.306003708,0.306003708,0.49,0,-1,2020,-1,"Scenario 1"
"295","Ido","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"296","Idosi-Osi","Oke-Ero",NA,0.088017211,0.088017211,0.49,0,-1,2020,-1,"Scenario 1"
"297","Ifako-Ijaye","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"298","Ife Central","Akinyele",NA,0.529411659,0.529411659,0.49,0,-1,2020,-1,"Scenario 1"
"299","Ife East","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"300","Ife North","Akinyele",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"301","Ife South","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"302","Ifedayo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"303","Ifedore","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"304","Ifelodun1","Oke-Ero",NA,0.139769018,0.139769018,0.49,0,-1,2020,-1,"Scenario 1"
"305","Ifelodun2","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"306","Ifo","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"307","Igabi","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"308","Igalamela-Odolu","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"309","Igbo-Etiti","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"310","Igbo-Eze North","Uzo-Uwani",NA,0.085378639,0.085378639,0.49,0,-1,2020,-1,"Scenario 1"
"311","Igbo-Eze South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"312","Igueben","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"313","Ihiala","Oru West",NA,0.289999974,0.289999974,0.49,0,-1,2020,-1,"Scenario 1"
"314","Ihitte-Uboma","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2020,-1,"Scenario 1"
"315","Ijebu East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"316","Ijebu North","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"317","Ijebu North East","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"318","Ijebu ode","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"319","Ijero","Oke-Ero",NA,0.197871528,0.197871528,0.49,0,-1,2020,-1,"Scenario 1"
"320","Ijumu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"321","Ika","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2020,-1,"Scenario 1"
"322","Ika North East","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"323","Ika South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"324","Ikara","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"325","Ikeduru","Ngor-Okpala",NA,0.185892623,0.185892623,0.49,0,-1,2020,-1,"Scenario 1"
"326","Ikeja","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"327","Ikenne","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"328","Ikere","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"329","Ikole","Oke-Ero",NA,0.026328373,0.026328373,0.49,0,-1,2020,-1,"Scenario 1"
"330","Ikom","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2020,-1,"Scenario 1"
"331","Ikono","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"332","Ikorodu","Uzo-Uwani",NA,0.159507461,0.159507461,0.49,0,-1,2020,-1,"Scenario 1"
"333","Ikot Abasi","Nsit Ubium",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"334","Ikot Ekpene","Ngor-Okpala",NA,0.163310644,0.163310644,0.49,0,-1,2020,-1,"Scenario 1"
"335","Ikpoba-Okha","Uzo-Uwani",NA,0.171130973,0.171130973,0.49,0,-1,2020,-1,"Scenario 1"
"336","Ikwerre","Oru West",NA,0.319487623,0.319487623,0.49,0,-1,2020,-1,"Scenario 1"
"337","Ikwo","Obubra",NA,0.473701419,0.473701419,0.49,0,-1,2020,-1,"Scenario 1"
"338","Ikwuano","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2020,-1,"Scenario 1"
"339","Ila","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"340","Ilaje","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"341","Ilemeji","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"342","Ile-Oluji-Okeigbo","Oke-Ero",NA,0.444444444,0.444444444,0.49,0,-1,2020,-1,"Scenario 1"
"343","Ilesha East","Owan East",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"344","Ilesha West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"345","Illela","Gawabawa",NA,0.023485083,0.023485083,0.49,0,-1,2020,-1,"Scenario 1"
"346","Ilorin East","Oke-Ero",NA,0.388931756,0.388931756,0.49,0,-1,2020,-1,"Scenario 1"
"347","Ilorin South","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"348","Ilorin West","Owan East",NA,0.335999959,0.335999959,0.49,0,-1,2020,-1,"Scenario 1"
"349","Imeko-Afon","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"350","Ingawa","Rimi",NA,0.055555556,0.055555556,0.49,0,-1,2020,-1,"Scenario 1"
"351","Ini","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2020,-1,"Scenario 1"
"352","Ipokia","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2020,-1,"Scenario 1"
"353","Irele","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"354","Irepo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"355","Irepodun1","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"356","Irepodun2","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"357","Irepodun-Ifelodun","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"358","Irewole","Akinyele",NA,0.477272783,0.477272783,0.49,0,-1,2020,-1,"Scenario 1"
"359","Isa","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2020,-1,"Scenario 1"
"360","Ise-Orun","Oke-Ero",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"361","Iseyin","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"362","Ishielu","Owan East",NA,0.234735547,0.234735547,0.49,0,-1,2020,-1,"Scenario 1"
"363","Isiala Mbano","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2020,-1,"Scenario 1"
"364","Isiala-Ngwa North","Ngor-Okpala",NA,0.339461936,0.339461936,0.49,0,-1,2020,-1,"Scenario 1"
"365","Isiala-Ngwa South","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2020,-1,"Scenario 1"
"366","Isin","Ngor-Okpala",NA,0.533062111,0.533062111,0.49,0,-1,2020,-1,"Scenario 1"
"367","Isi-Uzo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"368","Isokan","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"369","Isoko North","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2020,-1,"Scenario 1"
"370","Isoko South","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2020,-1,"Scenario 1"
"371","Isu","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"372","Isuikwato","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2020,-1,"Scenario 1"
"373","Itas-Gadau","Taura",NA,0.174288617,0.174288617,0.49,0,-1,2020,-1,"Scenario 1"
"374","Itesiwaju","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"375","Itu","Ngor-Okpala",NA,0.666666667,0.666666667,0.49,0,-1,2020,-1,"Scenario 1"
"376","Ivo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2020,-1,"Scenario 1"
"377","Iwajowa","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"378","Iwo","Akinyele",NA,0.464031025,0.464031025,0.49,0,-1,2020,-1,"Scenario 1"
"379","Izzi","Owan East",NA,0.486885732,0.486885732,0.49,0,-1,2020,-1,"Scenario 1"
"380","Jaba","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"381","Jada","Alkaleri",NA,0.095661138,0.095661138,0.49,0,-1,2020,-1,"Scenario 1"
"382","Jahun","Taura",NA,0.22134251,0.22134251,0.49,0,-1,2020,-1,"Scenario 1"
"383","Jakusko","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2020,-1,"Scenario 1"
"384","Jalingo","Keana",NA,0.342657285,0.342657285,0.49,0,-1,2020,-1,"Scenario 1"
"385","Jama'are","Taura",NA,0.141960062,0.141960062,0.49,0,-1,2020,-1,"Scenario 1"
"386","Jega","Birnin Kebbi",NA,0.566772845,0.566772845,0.49,0,-1,2020,-1,"Scenario 1"
"387","Jema'a","Soba",NA,0.13917526,0.13917526,0.49,0,-1,2020,-1,"Scenario 1"
"388","Jere","Gawabawa",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"389","Jibia","Rimi",NA,0.333333333,0.333333333,0.49,0,-1,2020,-1,"Scenario 1"
"390","Jos East","Soba",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"391","Jos North","Soba",NA,0.10462622,0.10462622,0.49,0,-1,2020,-1,"Scenario 1"
"392","Jos South","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"393","Kabba-Bunu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"394","Kabo","Gwarzo",NA,0.328669685,0.328669685,0.49,0,-1,2020,-1,"Scenario 1"
"395","Kachia","Ngor-Okpala",NA,0.026107845,0.026107845,0.49,0,-1,2020,-1,"Scenario 1"
"396","Kaduna North","Soba",NA,0.065737057,0.065737057,0.49,0,-1,2020,-1,"Scenario 1"
"397","Kaduna South","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"398","Kafin Hausa","Taura",NA,0.41906863,0.41906863,0.49,0,-1,2020,-1,"Scenario 1"
"399","Kafur","Gwarzo",NA,0.204678348,0.204678348,0.49,0,-1,2020,-1,"Scenario 1"
"400","Kaga","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
"401","Kagarko","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"402","Kaiama","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"403","Kaita","Rimi",NA,0.153846154,0.153846154,0.49,0,-1,2020,-1,"Scenario 1"
"404","Kajola","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"405","Kajuru","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"406","Kala-Balge","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
"407","Kalgo","Birnin Kebbi",NA,0.528194641,0.528194641,0.49,0,-1,2020,-1,"Scenario 1"
"408","Kaltungo","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"409","Kanam","Alkaleri",NA,0.297169748,0.297169748,0.49,0,-1,2020,-1,"Scenario 1"
"410","Kankara","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2020,-1,"Scenario 1"
"411","Kanke","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"412","Kankia","Rimi",NA,0.285714286,0.285714286,0.49,0,-1,2020,-1,"Scenario 1"
"413","Kano Municipal","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"414","Karasuwa","Taura",NA,0.057494575,0.057494575,0.49,0,-1,2020,-1,"Scenario 1"
"415","Karaye","Gwarzo",NA,0.416666667,0.416666667,0.49,0,-1,2020,-1,"Scenario 1"
"416","Karin-Lamido","Alkaleri",NA,0.156914887,0.156914887,0.49,0,-1,2020,-1,"Scenario 1"
"417","Karu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"418","Katagum","Gwarzo",NA,0.116822469,0.116822469,0.49,0,-1,2020,-1,"Scenario 1"
"419","Katcha","Oke-Ero",NA,0.306471335,0.306471335,0.49,0,-1,2020,-1,"Scenario 1"
"420","Katsina","Rimi",NA,0.498949589,0.498949589,0.49,0,-1,2020,-1,"Scenario 1"
"421","Katsina-Ala","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2020,-1,"Scenario 1"
"422","Kaugama","Taura",NA,0.111111111,0.111111111,0.49,0,-1,2020,-1,"Scenario 1"
"423","Kaura","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"424","Kaura-Namoda","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2020,-1,"Scenario 1"
"425","Kauru","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"426","Kazaure","Babura",NA,0.3125,0.3125,0.49,0,-1,2020,-1,"Scenario 1"
"427","Keana","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2020,-1,"Scenario 1"
"428","Kebbe","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2020,-1,"Scenario 1"
"429","Keffi","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"430","Khana","Nsit Ubium",NA,0.285714286,0.285714286,0.49,0,-1,2020,-1,"Scenario 1"
"431","Kibiya","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2020,-1,"Scenario 1"
"432","Kirfi","Alkaleri",NA,0.076923077,0.076923077,0.49,0,-1,2020,-1,"Scenario 1"
"433","Kiri Kasamma","Taura",NA,0.293729355,0.293729355,0.49,0,-1,2020,-1,"Scenario 1"
"434","Kiru","Gwarzo",NA,0.238749426,0.238749426,0.49,0,-1,2020,-1,"Scenario 1"
"435","Kiyawa","Takali",NA,0.142857143,0.142857143,0.49,0,-1,2020,-1,"Scenario 1"
"436","Kogi","Keana",NA,0.333333333,0.333333333,0.49,0,-1,2020,-1,"Scenario 1"
"437","Koko-Besse","Birnin Kebbi",NA,0.630339538,0.630339538,0.49,0,-1,2020,-1,"Scenario 1"
"438","Kokona","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"439","Kolokuma-Opokuma","Ahoada West",NA,0.389048955,0.389048955,0.49,0,-1,2020,-1,"Scenario 1"
"440","Konduga","Darazo",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"441","Konshisha","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"442","Kontagora","Oke-Ero",NA,0.320938838,0.320938838,0.49,0,-1,2020,-1,"Scenario 1"
"443","Kosofe","Isoko South",NA,0.691001687,0.691001687,0.49,0,-1,2020,-1,"Scenario 1"
"444","Kubau","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"445","Kudan","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2020,-1,"Scenario 1"
"446","Kuje","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2020,-1,"Scenario 1"
"447","Kukawa","Babura",NA,0.6,0.6,0.49,0,-1,2020,-1,"Scenario 1"
"448","Kumbotso","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2020,-1,"Scenario 1"
"449","Kunchi","Babura",NA,0.147410353,0.147410353,0.49,0,-1,2020,-1,"Scenario 1"
"450","Kura","Gwarzo",NA,0.222222222,0.222222222,0.49,0,-1,2020,-1,"Scenario 1"
"451","Kurfi","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2020,-1,"Scenario 1"
"452","Kurmi","Oru West",NA,0.4,0.4,0.49,0,-1,2020,-1,"Scenario 1"
"453","Kusada","Rimi",NA,0.1875,0.1875,0.49,0,-1,2020,-1,"Scenario 1"
"454","Kwali","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2020,-1,"Scenario 1"
"455","Kwami","Alkaleri",NA,0.069494533,0.069494533,0.49,0,-1,2020,-1,"Scenario 1"
"456","Kwande","Oke-Ero",NA,0.188679397,0.188679397,0.49,0,-1,2020,-1,"Scenario 1"
"457","Kware","Gawabawa",NA,0.2,0.2,0.49,0,-1,2020,-1,"Scenario 1"
"458","Kwaya Kusar","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"459","Lafia","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"460","Lagelu","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2020,-1,"Scenario 1"
"461","Lagos Island","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2020,-1,"Scenario 1"
"462","Lagos Mainland","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2020,-1,"Scenario 1"
"463","Lamurde","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"464","Langtang North","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"465","Langtang South","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2020,-1,"Scenario 1"
"466","Lapai","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"467","Lau","Alkaleri",NA,0.181818182,0.181818182,0.49,0,-1,2020,-1,"Scenario 1"
"468","Lavun","Oke-Ero",NA,0.409442103,0.409442103,0.49,0,-1,2020,-1,"Scenario 1"
"469","Lere","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2020,-1,"Scenario 1"
"470","Logo","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2020,-1,"Scenario 1"
"471","Lokoja","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2020,-1,"Scenario 1"
"472","Machina","Taura",NA,0.054679287,0.054679287,0.49,0,-1,2020,-1,"Scenario 1"
"473","Madagali","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
"474","Madobi","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2020,-1,"Scenario 1"
"475","Mafa","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
"476","Magama","Oke-Ero",NA,0.302301803,0.302301803,0.49,0,-1,2020,-1,"Scenario 1"
"477","Magumeri","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2020,-1,"Scenario 1"
"478","Mai'Adua","Rimi",NA,0.4,0.4,0.49,0,-1,2020,-1,"Scenario 1"
"479","Maiduguri","Darazo",NA,0.031180397,0.031180397,0.49,0,-1,2020,-1,"Scenario 1"
"480","Maigatari","Babura",NA,0.20590316,0.20590316,0.49,0,-1,2020,-1,"Scenario 1"
"481","Maiha","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2020,-1,"Scenario 1"
"482","Maiyama","Birnin Kebbi",NA,0.722222222,0.722222222,0.49,0,-1,2020,-1,"Scenario 1"
"483","Makoda","Babura",NA,0.6,0.6,0.49,0,-1,2020,-1,"Scenario 1"
"484","Makurdi","Keana",NA,0.084369554,0.084369554,0.49,0,-1,2020,-1,"Scenario 1"
"485","Malam Madori","Taura",NA,0.5,0.5,0.49,0,-1,2020,-1,"Scenario 1"
"486","Malumfashi","Gwarzo",NA,0.666666667,0.666666667,0.49,0,-1,2020,-1,"Scenario 1"
"487","Mangu","Darazo",NA,0.286332243,0.286332243,0.49,0,-1,2020,-1,"Scenario 1"
"488","Mani","Rimi",NA,0.199881617,0.199881617,0.49,0,-1,2020,-1,"Scenario 1"
"489","Maradun","Darazo",NA,0.073493989,0.073493989,0.49,0,-1,2020,-1,"Scenario 1"
"490","Mariga","Oke-Ero",NA,0.1,0.1,0.49,0,-1,2020,-1,"Scenario 1"
"491","Markafi","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2020,-1,"Scenario 1"
"492","Marte","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2020,-1,"Scenario 1"
"493","Maru","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2020,-1,"Scenario 1"
"494","Mashegu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2020,-1,"Scenario 1"
"495","Mashi","Rimi",NA,0.166666667,0.166666667,0.49,0,-1,2020,-1,"Scenario 1"
"496","Matazuu","Rimi",NA,0.285714286,0.285714286,0.49,0,-1,2020,-1,"Scenario 1"
"497","Mayo-Belwa","Alkaleri",NA,0.545454545,0.545454545,0.49,0,-1,2020,-1,"Scenario 1"
"498","Mbaitoli","Ngor-Okpala",NA,0.37771346,0.37771346,0.49,0,-1,2020,-1,"Scenario 1"
"499","Mbo","Nsit Ubium",NA,0.1,0.1,0.49,0,-1,2020,-1,"Scenario 1"
"500","Michika","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2020,-1,"Scenario 1"
